name,OEM,Model,Variant,year,km_driven,fuel,seller_type,transmission,owner,Rating,ExShowroom Price,selling_price,RTO Number
Tata New Safari DICOR 2.2 EX 4x2,Tata,New,Safari DICOR 2.2 EX 4x2,2012,65000,Diesel,Dealer,Manual,First Owner,10.0,479840,350000,AP18OT7654
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2005,67000,Petrol,Individual,Manual,First Owner,9.99,480079,160000,JK77UK2222
Honda Civic 1.8 S MT,Honda,Civic,1.8 S MT,2007,70000,Petrol,Individual,Manual,Third Owner,9.0,480132,170000,PB62XW5170
Chevrolet Cruze LTZ AT,Chevrolet,Cruze,LTZ AT,2012,120000,Diesel,Individual,Automatic,Third Owner,11.0,480160,359000,RJ23LZ7897
Tata Zest Quadrajet 1.3 75PS XE,Tata,Zest,Quadrajet 1.3 75PS XE,2015,100000,Diesel,Individual,Manual,Second Owner,9.07,480197,350000,AS47JP5597
Fiat Grande Punto EVO 1.3 Active,Fiat,Grande,Punto EVO 1.3 Active,2014,50000,Diesel,Individual,Manual,First Owner,14.0,480502,260000,TN72PZ9131
Hyundai Santro GS,Hyundai,Santro,GS,2005,56580,Petrol,Dealer,Manual,First Owner,10.3,480502,80000,DL86LZ1105
Ford Figo Diesel Titanium,Ford,Figo,Diesel Titanium,2011,70000,Diesel,Individual,Manual,Second Owner,12.67,480571,220000,UP95FA4317
Tata Tiago 1.2 Revotron XZ,Tata,Tiago,1.2 Revotron XZ,2019,19600,Petrol,Individual,Manual,First Owner,10.0,480914,425000,MP71CZ8857
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2015,32000,Petrol,Dealer,Manual,First Owner,11.0,481020,245000,CG44AQ3996
Tata Indigo GLX,Tata,Indigo,GLX,2008,50000,Petrol,Individual,Manual,Third Owner,12.0,481022,150000,TS55QF3139
Mahindra KUV 100 mFALCON G80 K2,Mahindra,KUV,100 mFALCON G80 K2,2016,25000,Petrol,Individual,Manual,First Owner,14.0,481263,425000,GJ22JB4330
Chevrolet Aveo 1.4 LS,Chevrolet,Aveo,1.4 LS,2008,81324,Petrol,Dealer,Manual,First Owner,15.0,481496,170000,KA28YU9644
Mahindra Scorpio 2.6 SLX Turbo 7 Seater,Mahindra,Scorpio,2.6 SLX Turbo 7 Seater,2005,120000,Diesel,Individual,Manual,Third Owner,9.0,481626,120000,WB70VH3167
Tata Tiago 2019-2020 XE Diesel,Tata,Tiago,2019-2020 XE Diesel,2016,38000,Diesel,Dealer,Manual,First Owner,14.53,481717,385000,UP13DD6463
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2015,30000,Petrol,Individual,Manual,First Owner,10.02,481996,250000,KL76WH9423
Maruti Alto LXi,Maruti,Alto,LXi,2007,195000,Petrol,Individual,Manual,First Owner,11.66,482209,100000,DL98DR4491
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2017,70000,Petrol,Individual,Manual,First Owner,14.0,482323,300000,CG50NY7322
Chevrolet Tavera Neo 2 LS B4 7 Str BSIII,Chevrolet,Tavera,Neo 2 LS B4 7 Str BSIII,2012,120000,Diesel,Individual,Manual,Third Owner,10.02,482690,400000,MH15NW2788
Datsun GO Plus T Option BSIV,Datsun,GO,Plus T Option BSIV,2015,21000,Petrol,Individual,Manual,First Owner,14.0,482701,295000,DL61HR8393
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2007,80000,Petrol,Individual,Manual,Second Owner,11.0,482731,160000,UP99NN2053
Maruti Alto 800 VXI,Maruti,Alto,800 VXI,2016,60000,Petrol,Individual,Manual,First Owner,11.16,482996,245000,CG38SF8830
Hyundai Santro Xing XG,Hyundai,Santro,Xing XG,2005,68500,Petrol,Dealer,Manual,First Owner,9.92,483216,70000,OR78SC4849
Hyundai i10 Sportz 1.1L,Hyundai,i10,Sportz 1.1L,2017,10000,Petrol,Individual,Manual,First Owner,15.0,483248,375000,KL47DU4431
Maruti Esteem Vxi,Maruti,Esteem,Vxi,2005,20000,Petrol,Individual,Manual,Second Owner,14.28,483279,100000,UT92YB2062
Honda City 1.3 EXI,Honda,City,1.3 EXI,2002,100000,Petrol,Individual,Manual,First Owner,15.0,483302,145000,WB73PX2373
Tata Indica Vista Aura 1.2 Safire,Tata,Indica,Vista Aura 1.2 Safire,2009,80000,Petrol,Individual,Manual,Second Owner,15.0,483384,120000,UT13DD2116
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2010,110000,Diesel,Individual,Manual,Fourth & Above Owner,13.0,483404,320000,MP40WL8513
Tata Tiago 1.2 Revotron XE,Tata,Tiago,1.2 Revotron XE,2017,50000,Petrol,Individual,Manual,First Owner,11.72,483434,300000,JK33CG8581
Maruti Eeco Smiles 5 Seater AC,Maruti,Eeco,Smiles 5 Seater AC,2016,72500,Petrol,Dealer,Manual,First Owner,12.27,483505,330000,KL74LP3154
Fiat Linea 1.3 Emotion,Fiat,Linea,1.3 Emotion,2014,131365,Diesel,Individual,Manual,First Owner,14.0,483569,221000,UT75VW2717
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2009,120000,Petrol,Individual,Manual,First Owner,14.3,483606,110000,WB66YM3249
Maruti Alto K10 LXI,Maruti,Alto,K10 LXI,2017,50000,Petrol,Individual,Manual,First Owner,10.67,483637,320000,KL57WF7006
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2007,60000,Petrol,Individual,Manual,Second Owner,13.0,483745,100000,HR19IY1468
Nissan Sunny Diesel XV,Nissan,Sunny,Diesel XV,2013,105000,Diesel,Individual,Manual,First Owner,10.0,483871,325000,AS46WD4998
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2004,90000,Petrol,Individual,Manual,Fourth & Above Owner,9.66,483986,70000,HR83XD1197
Hyundai i20 Asta 1.4 CRDi,Hyundai,i20,Asta 1.4 CRDi,2013,80000,Diesel,Individual,Manual,Second Owner,11.23,483997,360000,MH94TN8060
Renault KWID RXT BSIV,Renault,KWID,RXT BSIV,2019,27000,Petrol,Individual,Manual,First Owner,11.0,484007,250000,MP98TO8422
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2008,70000,Petrol,Individual,Manual,Third Owner,11.26,484114,110000,BR76AL6036
Maruti Swift Dzire LDI,Maruti,Swift,Dzire LDI,2014,110000,Diesel,Individual,Manual,Second Owner,15.0,484260,390000,MH36WE3770
Ford Fiesta 1.4 ZXi TDCi ABS,Ford,Fiesta,1.4 ZXi TDCi ABS,2009,110000,Diesel,Individual,Manual,Second Owner,9.0,484317,150000,MP24QF8658
Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Aveo,U-VA 1.2 LS,2009,87293,Petrol,Dealer,Manual,First Owner,13.0,484367,130000,JK91LN6163
Maruti SX4 Celebration Petrol,Maruti,SX4,Celebration Petrol,2012,90000,Petrol,Individual,Manual,Second Owner,14.0,484503,220000,PB27MG3464
Maruti Omni 8 Seater BSIV,Maruti,Omni,8 Seater BSIV,2014,57112,Petrol,Dealer,Manual,First Owner,13.0,484706,250999,TN26AB3977
Hyundai i10 Magna LPG,Hyundai,i10,Magna LPG,2013,90000,LPG,Individual,Manual,Second Owner,11.0,484807,275000,CG46FT6048
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2007,85000,Petrol,Individual,Manual,Second Owner,10.0,484984,85000,HR92SC5243
Chevrolet Tavera Neo LS B3 - 7(C) seats BSIII,Chevrolet,Tavera,Neo LS B3 - 7(C) seats BSIII,2010,350000,Diesel,Individual,Manual,Second Owner,11.65,485116,280000,MH30QR4767
Hyundai i10 Era 1.1,Hyundai,i10,Era 1.1,2009,120000,Petrol,Individual,Manual,Second Owner,10.74,485417,120000,KL66KU7869
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2014,35000,Petrol,Individual,Manual,Second Owner,11.0,485446,300000,AS88DA9442
Ford Figo Diesel EXI,Ford,Figo,Diesel EXI,2012,156040,Diesel,Dealer,Manual,First Owner,12.0,485473,250000,TN63OW9394
Hyundai Santro Xing XG eRLX Euro III,Hyundai,Santro,Xing XG eRLX Euro III,2006,120000,Petrol,Individual,Manual,Second Owner,9.98,485526,90000,UP37OU3242
Hyundai Santro GS,Hyundai,Santro,GS,2005,56580,Petrol,Dealer,Manual,First Owner,9.79,485652,80000,UP49OT4285
Skoda Rapid 1.6 MPI Elegance,Skoda,Rapid,1.6 MPI Elegance,2012,90000,Petrol,Individual,Manual,First Owner,11.0,485691,350000,KL65XB7305
Renault KWID RXT,Renault,KWID,RXT,2016,40000,Petrol,Individual,Manual,First Owner,12.0,485698,300000,PB43DA7307
Tata Indica Vista Aura 1.3 Quadrajet,Tata,Indica,Vista Aura 1.3 Quadrajet,2009,90000,Diesel,Individual,Manual,Fourth & Above Owner,12.0,485974,135000,CG72UH4882
Mahindra Bolero DI DX 7 Seater,Mahindra,Bolero,DI DX 7 Seater,2007,120000,Diesel,Individual,Manual,Second Owner,11.0,486031,225000,WB26DD6796
Honda Amaze E i-Vtech,Honda,Amaze,E i-Vtech,2015,80000,Petrol,Individual,Manual,Second Owner,11.29,486456,360000,CG37NO9228
Hyundai Grand i10 CRDi Magna,Hyundai,Grand,i10 CRDi Magna,2015,60000,Diesel,Individual,Manual,Second Owner,14.23,486496,300000,MH96NO8970
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2009,100000,Petrol,Individual,Manual,Third Owner,15.0,486565,140000,BR85RZ1395
Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Polo,1.2 MPI Comfortline,2015,58182,Petrol,Dealer,Manual,First Owner,10.0,486588,470000,MH88LR5212
Hyundai EON Magna,Hyundai,EON,Magna,2012,44588,Petrol,Dealer,Manual,First Owner,15.0,486678,250000,AP89KG5939
Maruti Wagon R VXI Minor,Maruti,Wagon,R VXI Minor,2007,60000,Petrol,Individual,Manual,Third Owner,9.0,486775,80000,MH96EV4113
Maruti Esteem Lxi,Maruti,Esteem,Lxi,2005,60000,Petrol,Individual,Manual,Second Owner,10.34,486870,70000,AS78ZL6659
Tata Nano Std BSII,Tata,Nano,Std BSII,2009,50000,Petrol,Individual,Manual,Third Owner,10.0,487045,35000,WB42MX4697
Honda Brio VX,Honda,Brio,VX,2014,58000,Petrol,Dealer,Manual,First Owner,11.04,487060,345000,KA26LH1492
Tata Indica DLS,Tata,Indica,DLS,2005,80000,Diesel,Individual,Manual,First Owner,9.0,487246,70000,WB85HN8437
Hyundai Accent GLE,Hyundai,Accent,GLE,2009,106000,Petrol,Individual,Manual,Third Owner,13.46,487284,114999,DL71VS7346
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2017,30300,Petrol,Individual,Manual,First Owner,12.6,487457,300000,RJ74CL3294
Maruti Zen D PS,Maruti,Zen,D PS,2003,110000,Diesel,Individual,Manual,Second Owner,10.0,487494,75000,AP99MS9902
Hyundai Santro LE zipPlus,Hyundai,Santro,LE zipPlus,2003,80000,Petrol,Individual,Manual,Third Owner,9.0,487549,70000,DL64NJ9146
Maruti Alto LX BSIII,Maruti,Alto,LX BSIII,2007,70000,Petrol,Individual,Manual,Second Owner,14.0,487789,135000,OR42GE2322
Honda Civic 1.8 V AT,Honda,Civic,1.8 V AT,2007,54000,Petrol,Individual,Automatic,Second Owner,9.1,487931,200000,MH55SD3676
Maruti Swift VDI,Maruti,Swift,VDI,2011,50000,Diesel,Individual,Manual,Second Owner,15.0,488036,285000,KA22AE6095
Chevrolet Tavera Neo 3 Max 9 Str BSIII,Chevrolet,Tavera,Neo 3 Max 9 Str BSIII,2014,120000,Diesel,Individual,Manual,Second Owner,11.14,488077,400000,HR44BQ7235
Maruti Esteem Vxi,Maruti,Esteem,Vxi,2007,90000,Petrol,Individual,Manual,Second Owner,13.0,488179,100000,UP35ZE2629
Maruti Swift Dzire 1.2 Vxi BSIV,Maruti,Swift,Dzire 1.2 Vxi BSIV,2012,90000,Petrol,Individual,Manual,Second Owner,14.0,488215,368000,TS64HU9072
Tata Indigo Classic Dicor,Tata,Indigo,Classic Dicor,2007,39000,Diesel,Individual,Manual,First Owner,13.0,488493,100000,AS44PH5409
Nissan Sunny Diesel XV,Nissan,Sunny,Diesel XV,2012,170000,Diesel,Individual,Manual,First Owner,11.3,488557,300000,RJ73CQ9452
Hyundai i10 Sportz,Hyundai,i10,Sportz,2011,25000,Petrol,Individual,Manual,First Owner,13.0,488822,220000,OR39AY8653
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2015,21000,Petrol,Dealer,Manual,Second Owner,14.0,488954,295000,CG79RZ4274
Hyundai Santro Xing XG AT,Hyundai,Santro,Xing XG AT,2004,70000,Petrol,Individual,Automatic,Second Owner,9.0,489030,125000,RJ65HE1174
Maruti SX4 S Cross DDiS 320 Delta,Maruti,SX4,S Cross DDiS 320 Delta,2015,80000,Diesel,Individual,Manual,First Owner,13.98,489126,325000,PB86QX8835
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2007,80000,Petrol,Individual,Manual,First Owner,11.0,489127,95000,DL94BS2218
Maruti Zen Estilo 1.1 LXI BSIII,Maruti,Zen,Estilo 1.1 LXI BSIII,2007,81366,Petrol,Individual,Manual,First Owner,10.88,489186,120000,KL83YK9639
Hyundai Santro Xing GL PLUS CNG,Hyundai,Santro,Xing GL PLUS CNG,2007,80000,CNG,Individual,Manual,Third Owner,9.0,489260,90000,CG39RY2079
Maruti Wagon R VXI,Maruti,Wagon,R VXI,2016,23000,Petrol,Dealer,Manual,Second Owner,14.0,489436,375000,WB93DV7740
Tata Zest Revotron 1.2 XT,Tata,Zest,Revotron 1.2 XT,2015,17152,Petrol,Individual,Manual,First Owner,9.0,489470,380000,CG57MW2217
Maruti Swift VDI BSIV,Maruti,Swift,VDI BSIV,2014,90000,Diesel,Individual,Manual,First Owner,10.0,489487,390000,JK36FQ8833
Hyundai Getz GLS,Hyundai,Getz,GLS,2007,120000,Petrol,Individual,Manual,Fourth & Above Owner,10.89,489635,95000,JK73AG9831
Maruti Swift 1.3 LXI,Maruti,Swift,1.3 LXI,2007,80000,Petrol,Individual,Manual,Second Owner,10.3,489779,73000,UP51FO3972
Hyundai Verna i (Petrol),Hyundai,Verna,i (Petrol),2008,90000,Petrol,Individual,Manual,Second Owner,13.0,490008,120000,CG23MN4855
Tata Manza Club Class Quadrajet90 EX,Tata,Manza,Club Class Quadrajet90 EX,2012,60000,Diesel,Individual,Manual,First Owner,12.56,490437,270000,JK74CM1275
Chevrolet Cruze LTZ,Chevrolet,Cruze,LTZ,2011,90000,Diesel,Individual,Manual,Second Owner,13.04,490516,335000,CG49YI4299
Hyundai Accent GLE CNG,Hyundai,Accent,GLE CNG,2009,70000,CNG,Individual,Manual,Third Owner,11.0,490617,160000,CG10PT9109
Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Toyota,Innova,2.5 G (Diesel) 8 Seater BS IV,2006,300000,Diesel,Individual,Manual,First Owner,11.0,490675,229999,TN51NZ8061
Hyundai Verna Transform CRDi VGT ABS,Hyundai,Verna,Transform CRDi VGT ABS,2010,120000,Diesel,Individual,Manual,Second Owner,15.0,490675,229999,OR21TV3572
Mahindra Quanto C8,Mahindra,Quanto,C8,2013,25000,Diesel,Individual,Manual,Second Owner,12.82,490741,300000,UT16ZJ1766
Hyundai EON Magna Plus,Hyundai,EON,Magna Plus,2015,32000,Petrol,Dealer,Manual,First Owner,14.0,490843,245000,KA45YR1455
Toyota Etios Liva 1.4 VD,Toyota,Etios,Liva 1.4 VD,2017,36000,Diesel,Dealer,Manual,First Owner,14.88,490944,425000,CG39NK2370
Hyundai EON 1.0 Era Plus,Hyundai,EON,1.0 Era Plus,2019,5000,Petrol,Individual,Manual,First Owner,11.78,491015,400000,KL32FY1500
Hyundai i20 1.2 Sportz,Hyundai,i20,1.2 Sportz,2013,41041,Petrol,Dealer,Manual,First Owner,13.0,491017,375000,CG41AO6413
Hyundai Getz GLE,Hyundai,Getz,GLE,2007,60000,Petrol,Individual,Manual,Fourth & Above Owner,14.0,491089,110000,JK67TE1502
Hyundai Grand i10 Sportz,Hyundai,Grand,i10 Sportz,2015,61690,Petrol,Dealer,Manual,First Owner,10.0,491177,400000,TS56EW9177
Chevrolet Tavera Neo 3 LS 7 C BSIII,Chevrolet,Tavera,Neo 3 LS 7 C BSIII,2015,120000,Diesel,Individual,Manual,First Owner,11.88,491315,400000,JK28WY9744
Maruti Zen Estilo VXI BSIII,Maruti,Zen,Estilo VXI BSIII,2007,100000,Petrol,Individual,Manual,Second Owner,15.0,491343,140000,CG23AJ2206
Hyundai EON Era,Hyundai,EON,Era,2011,24000,Petrol,Dealer,Manual,First Owner,13.0,491842,254999,WB14RY8587
Maruti Wagon R VXI BSIII,Maruti,Wagon,R VXI BSIII,2006,60000,Petrol,Individual,Manual,Second Owner,11.0,492186,150000,CG12NE5823
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2007,50000,Petrol,Individual,Manual,First Owner,11.0,492194,135000,PB91XT9933
Hyundai Santro AT CNG,Hyundai,Santro,AT CNG,2005,110000,CNG,Individual,Manual,Second Owner,14.0,492375,130000,RJ72WS7637
Hyundai Santro LP zipPlus,Hyundai,Santro,LP zipPlus,2003,57000,Petrol,Individual,Manual,First Owner,9.0,492437,75000,RJ33IJ7808
Maruti Swift LXI Option,Maruti,Swift,LXI Option,2015,28217,Petrol,Trustmark Dealer,Manual,First Owner,10.0,492785,415000,KL92YD4766
Volkswagen Jetta 2.0 TDI Comfortline,Volkswagen,Jetta,2.0 TDI Comfortline,2011,312000,Diesel,Individual,Manual,Third Owner,14.33,492800,350000,UP65RR8761
Honda Mobilio V i DTEC,Honda,Mobilio,V i DTEC,2014,150000,Diesel,Individual,Manual,First Owner,15.0,492991,300000,OR28UK5289
Honda City 1.5 V AT Exclusive,Honda,City,1.5 V AT Exclusive,2008,77000,Petrol,Individual,Automatic,Third Owner,10.89,493411,210000,JK19TJ4955
Hyundai Santro AT,Hyundai,Santro,AT,2006,66000,Petrol,Individual,Automatic,Second Owner,9.0,493529,145000,UT86WZ6848
Hyundai Santro GS,Hyundai,Santro,GS,2005,56580,Petrol,Dealer,Manual,First Owner,9.0,493556,80000,TN54DE7626
Ford Fiesta Classic 1.4 SXI Duratorq,Ford,Fiesta,Classic 1.4 SXI Duratorq,2006,101100,Diesel,Individual,Manual,Third Owner,14.88,493738,110000,KL87WV3352
Maruti Alto K10 VXI Airbag,Maruti,Alto,K10 VXI Airbag,2015,30000,Petrol,Individual,Manual,First Owner,10.85,493786,275000,UT16CG6305
Datsun GO Plus T Option Petrol,Datsun,GO,Plus T Option Petrol,2018,10000,Petrol,Individual,Manual,First Owner,13.0,493798,434999,UP83WR9766
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2009,30000,Petrol,Individual,Manual,First Owner,10.0,493969,180000,TN24IC6218
Renault Scala Diesel RxL,Renault,Scala,Diesel RxL,2015,60000,Diesel,Dealer,Manual,First Owner,10.62,494065,370000,OR15AL5704
Hyundai EON Era Plus,Hyundai,EON,Era Plus,2015,80000,Petrol,Individual,Manual,First Owner,11.15,494236,225000,JK16IT3038
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2009,30375,Petrol,Dealer,Manual,First Owner,10.23,494257,180000,TN96VX5043
Tata Indica GLS BS IV,Tata,Indica,GLS BS IV,2009,100000,Petrol,Individual,Manual,First Owner,9.0,494414,200000,AS54MB7062
Renault KWID RXT Optional,Renault,KWID,RXT Optional,2016,25000,Petrol,Individual,Manual,First Owner,11.3,494416,250000,WB57WI4972
Maruti Zen Estilo VXI BSIV,Maruti,Zen,Estilo VXI BSIV,2011,33000,Petrol,Individual,Manual,First Owner,14.0,494465,280000,KA50XR5688
Maruti Wagon R VXI BS IV,Maruti,Wagon,R VXI BS IV,2015,40000,Petrol,Individual,Manual,First Owner,10.84,494513,320000,RJ12PA6682
Maruti Alto VXi,Maruti,Alto,VXi,2015,26134,Petrol,Dealer,Manual,First Owner,12.49,494551,280000,MH56YK4814
OpelCorsa 1.4 GL,OpelCorsa,1.4,GL,2002,100000,Petrol,Individual,Manual,Third Owner,10.79,494654,35000,TS64LN3512
Hyundai Grand i10 CRDi Asta,Hyundai,Grand,i10 CRDi Asta,2015,70000,Diesel,Individual,Manual,First Owner,9.65,494699,300000,BR40VI5707
Maruti Alto LXi,Maruti,Alto,LXi,2009,20000,Petrol,Individual,Manual,First Owner,13.04,494861,110000,TN79BS3339
Tata Aria Pleasure 4x2,Tata,Aria,Pleasure 4x2,2012,70000,Diesel,Individual,Manual,Second Owner,9.0,495056,360000,DL39ZE1632
Fiat Punto 1.3 Emotion,Fiat,Punto,1.3 Emotion,2010,75000,Diesel,Individual,Manual,Third Owner,12.0,495154,285000,AP66FV7322
Skoda Fabia 1.2 MPI Ambition Plus,Skoda,Fabia,1.2 MPI Ambition Plus,2012,50000,Petrol,Individual,Manual,First Owner,10.0,495211,300000,RJ21FE5673
Hyundai Santro GS,Hyundai,Santro,GS,2005,56580,Petrol,Dealer,Manual,First Owner,10.0,495371,80000,GJ73WN4562
Nissan Sunny XL,Nissan,Sunny,XL,2012,40000,Petrol,Individual,Manual,First Owner,12.0,495411,350000,RJ90PF9752
Chevrolet Tavera Neo 3 10 Seats BSIV,Chevrolet,Tavera,Neo 3 10 Seats BSIV,2007,120000,Diesel,Individual,Manual,Third Owner,10.0,495425,160000,GJ90CY4667
Renault KWID RXT,Renault,KWID,RXT,2018,15000,Petrol,Individual,Manual,First Owner,11.0,495554,310000,JK37TQ9673
Maruti Zen D,Maruti,Zen,D,2003,100000,Diesel,Individual,Manual,Second Owner,11.0,495708,75000,UP76PD4689
Renault KWID 1.0 RXT Optional,Renault,KWID,1.0 RXT Optional,2017,10000,Petrol,Individual,Manual,First Owner,14.0,495790,350000,DL75IE2324
Maruti 800 AC BSII,Maruti,800,AC BSII,2001,72539,Petrol,Individual,Manual,Second Owner,9.0,496002,45000,GJ31DL1790
Chevrolet Beat LT,Chevrolet,Beat,LT,2016,40000,Petrol,Individual,Manual,First Owner,14.4,496104,320000,PB92RR4262
Hyundai Santro GS,Hyundai,Santro,GS,2005,56580,Petrol,Dealer,Manual,First Owner,11.0,496248,80000,JK21FT2795
Hyundai i20 Asta 1.2,Hyundai,i20,Asta 1.2,2014,23122,Petrol,Dealer,Manual,Second Owner,9.6,496279,475000,BR22WA3405
Tata Indica Vista Quadrajet VX,Tata,Indica,Vista Quadrajet VX,2013,110000,Diesel,Individual,Manual,First Owner,11.25,496287,275000,JK98BT4533
Maruti Wagon R LXI Minor,Maruti,Wagon,R LXI Minor,2009,53000,Petrol,Individual,Manual,First Owner,14.2,496341,150000,RJ23OL4717
Datsun RediGO S,Datsun,RediGO,S,2016,22000,Petrol,Individual,Manual,First Owner,12.92,496480,270000,AP40OG3425
Maruti 800 EX,Maruti,800,EX,2004,60000,Petrol,Individual,Manual,Third Owner,10.08,496984,30000,TS85PO6496
Tata Indica Vista Aqua TDI BSIII,Tata,Indica,Vista Aqua TDI BSIII,2009,120000,Diesel,Individual,Manual,First Owner,9.0,497134,90000,TS17OX4951
Honda City 1.5 GXI,Honda,City,1.5 GXI,2007,115000,Petrol,Dealer,Manual,Second Owner,11.0,497146,190000,JK45UO3791
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2010,50000,Petrol,Individual,Manual,First Owner,15.0,497160,260000,KA95DX5952
Maruti Celerio VXI AT,Maruti,Celerio,VXI AT,2015,30500,Petrol,Dealer,Automatic,Second Owner,11.52,497488,395000,RJ29MW4835
Datsun GO Plus A,Datsun,GO,Plus A,2015,45000,Petrol,Individual,Manual,Second Owner,10.25,497569,315000,BR26TM9137
Hyundai EON 1.0 Era Plus,Hyundai,EON,1.0 Era Plus,2017,28838,Petrol,Individual,Manual,First Owner,14.0,497854,280000,DL63FB2872
Maruti Zen Estilo VXI BSIII,Maruti,Zen,Estilo VXI BSIII,2007,90000,Petrol,Individual,Manual,First Owner,9.0,498226,90000,TN21NT4909
Ford Ikon 1.3L Rocam Flair,Ford,Ikon,1.3L Rocam Flair,2006,91086,Petrol,Dealer,Manual,Second Owner,14.0,498242,180000,OR83PK8384
Maruti Zen Estilo LXI BSIII,Maruti,Zen,Estilo LXI BSIII,2007,80000,Petrol,Individual,Manual,Third Owner,14.0,498299,100000,KL93SS6453
Renault KWID RXT Optional,Renault,KWID,RXT Optional,2016,23000,Petrol,Individual,Manual,First Owner,13.0,498380,280000,WB68XE8776
Maruti Wagon R LXI,Maruti,Wagon,R LXI,2006,62009,Petrol,Individual,Manual,Second Owner,11.0,498564,90000,MH75MU8980
Hyundai Santro Xing XL eRLX Euro III,Hyundai,Santro,Xing XL eRLX Euro III,2006,40000,Petrol,Individual,Manual,Second Owner,15.0,498640,100000,GJ75UC4558
Maruti Swift VXI BSIII,Maruti,Swift,VXI BSIII,2006,95149,Petrol,Dealer,Manual,Second Owner,9.45,498744,160000,TS10TO3711
Maruti Ritz LDi,Maruti,Ritz,LDi,2016,50000,Diesel,Individual,Manual,Second Owner,12.0,498902,299000,UT28EV2164
Chevrolet Sail Hatchback LT ABS,Chevrolet,Sail,Hatchback LT ABS,2013,80000,Diesel,Individual,Manual,First Owner,12.04,498949,225000,UP82DH9370
Hyundai EON D Lite,Hyundai,EON,D Lite,2016,25000,Petrol,Individual,Manual,First Owner,10.33,499069,275000,HR35ZY8892
Skoda Laura 1.9 TDI MT Ambiente,Skoda,Laura,1.9 TDI MT Ambiente,2010,160000,Diesel,Individual,Manual,First Owner,15.0,499225,360000,RJ54OO3941
Nissan Micra XL,Nissan,Micra,XL,2011,40000,Petrol,Individual,Manual,Second Owner,10.33,499267,275000,KA87NX1995
Maruti Alto LXi,Maruti,Alto,LXi,2009,120000,Petrol,Individual,Manual,Second Owner,9.48,499470,78000,UP79SN8550
Maruti Alto LXi,Maruti,Alto,LXi,2009,90246,Petrol,Individual,Manual,Third Owner,13.0,499479,150000,MP21EM4710
Maruti Swift 1.3 VXi,Maruti,Swift,1.3 VXi,2005,118400,Petrol,Individual,Manual,First Owner,13.0,500134,85000,MH88BJ3868
Tata Indica GLS BS IV,Tata,Indica,GLS BS IV,2008,90000,Petrol,Individual,Manual,Second Owner,11.0,500230,80000,KL27YM3314
Hyundai i20 1.4 CRDi Sportz,Hyundai,i20,1.4 CRDi Sportz,2011,81257,Diesel,Dealer,Manual,First Owner,12.2,500389,321000,RJ23BV5425
Maruti Alto LXI,Maruti,Alto,LXI,2005,23000,Petrol,Individual,Manual,Second Owner,15.0,500506,56000,TS55PT1599
Hyundai Santro Xing GLS,Hyundai,Santro,Xing GLS,2009,27005,Petrol,Dealer,Manual,First Owner,15.0,500588,195000,MH29HM2906
Maruti Omni LPG CARGO BSIII W IMMOBILISER,Maruti,Omni,LPG CARGO BSIII W IMMOBILISER,2009,90000,LPG,Individual,Manual,Second Owner,9.0,500721,80000,MP77CZ8243
Fiat Grande Punto Active (Diesel),Fiat,Grande,Punto Active (Diesel),2009,95000,Diesel,Individual,Manual,Second Owner,12.0,500765,125000,BR82ZK5085
Hyundai Santro LP zipPlus,Hyundai,Santro,LP zipPlus,2002,70000,Petrol,Individual,Manual,Second Owner,9.94,500880,80000,MH24YO9691
Mahindra Verito 1.5 D4 BSIV,Mahindra,Verito,1.5 D4 BSIV,2015,120000,Diesel,Individual,Manual,Third Owner,11.43,500918,350000,BR36RQ4965
Hyundai Grand i10 1.2 Kappa Sportz BSIV,Hyundai,Grand,i10 1.2 Kappa Sportz BSIV,2018,6000,Petrol,Individual,Manual,First Owner,10.0,500997,450000,MP53HQ2139
