oem_id,car_model_id,car_variant_id,year,km_driven,fuel,seller_type,transmission,owner,rating,car_showroom_price,selling_price,RTO,id
2,9,947,2013,80000,Diesel,Dealer,Manual,First Owner,6,661872,335000,2437,873
9,41,167,2013,90000,Diesel,Individual,Manual,Second Owner,9,299371,220000,350,874
13,63,644,2017,80000,Diesel,Individual,Manual,First Owner,6,519272,370000,1669,875
4,14,21,2012,70000,Petrol,Individual,Manual,Second Owner,6,278372,215000,269,876
7,127,1029,2013,102989,Diesel,Dealer,Manual,First Owner,9,1040498,650000,3438,877
2,44,305,2018,50000,Diesel,Individual,Manual,First Owner,10,1457043,750000,3896,878
10,29,87,2016,40000,Petrol,Individual,Manual,First Owner,7,485698,300000,1394,879
2,44,162,2014,163000,Diesel,Individual,Manual,First Owner,8,725233,470000,2662,880
13,51,268,2012,47000,Petrol,Dealer,Manual,First Owner,7,364673,275000,667,881
2,44,127,2014,100000,Diesel,Individual,Manual,Second Owner,10,678686,380000,2492,882
4,48,217,2010,40000,Petrol,Individual,Manual,First Owner,7,325068,250000,476,883
3,4,40,2013,80000,Diesel,Individual,Manual,Second Owner,6,352692,210000,624,884
13,56,544,2003,132343,Petrol,Individual,Manual,Second Owner,10,501216,120000,1522,885
4,48,634,2012,70000,Diesel,Individual,Manual,First Owner,7,515718,250000,1639,886
2,44,231,2011,100000,Petrol,Individual,Manual,Second Owner,7,331003,150000,505,887
2,44,1283,2019,15000,Petrol,Individual,Manual,First Owner,6,1120652,810000,3567,888
4,59,1176,2018,70000,Petrol,Individual,Manual,First Owner,7,939874,511000,3238,889
1,28,391,2006,100000,Diesel,Individual,Manual,Second Owner,8,531205,115999,1768,890
2,44,397,2013,125000,Diesel,Individual,Manual,Second Owner,9,478402,400000,1333,891
1,94,585,2012,70000,Diesel,Individual,Manual,Second Owner,9,495056,360000,1472,892
5,13,413,2009,110000,Diesel,Individual,Manual,Second Owner,9,484317,150000,1381,893
11,61,1479,2018,23974,Diesel,Dealer,Automatic,Second Owner,9,2097768,1725000,4127,894
2,44,1066,2018,50000,Diesel,Individual,Automatic,First Owner,9,866287,675000,3077,895
4,20,579,2006,66000,Petrol,Individual,Automatic,Second Owner,9,493529,145000,1455,896
4,48,356,2010,40000,Petrol,Individual,Manual,First Owner,10,306678,250000,384,897
11,161,1447,2009,110000,Diesel,Individual,Manual,Second Owner,6,2419321,1100000,4180,898
6,60,248,2013,120000,Diesel,Individual,Manual,Second Owner,6,612298,450000,2233,899
2,89,856,2017,40000,Petrol,Individual,Manual,First Owner,7,962389,619000,3295,900
1,155,1352,2017,16400,Diesel,Individual,Manual,First Owner,9,1867034,1200000,4089,901
1,2,2,2012,29900,Petrol,Individual,Manual,First Owner,7,338284,75000,540,902
1,37,431,2016,30000,Petrol,Individual,Manual,First Owner,7,434111,300000,1017,903
4,11,178,2011,134444,Petrol,Individual,Automatic,Second Owner,10,306872,180000,385,904
2,8,56,2018,35000,Petrol,Individual,Manual,First Owner,7,516397,300000,1644,905
1,1,73,2012,70000,Diesel,Individual,Manual,Second Owner,9,232042,200000,138,906
7,33,908,2004,168000,Diesel,Individual,Manual,Fourth & Above Owner,8,660828,229999,2428,907
5,104,1413,2011,90000,Diesel,Individual,Automatic,Second Owner,9,1737185,1000000,4054,908
13,97,635,2018,19571,Diesel,Dealer,Manual,First Owner,9,1089639,790000,3520,909
21,142,1380,2013,58500,Diesel,Dealer,Automatic,First Owner,10,1384465,1300000,3851,910
2,44,127,2012,80000,Diesel,Individual,Manual,Third Owner,10,270399,215000,245,911
4,48,634,2012,160000,Diesel,Individual,Manual,Second Owner,7,683395,350000,2526,912
3,50,235,2013,80000,Diesel,Individual,Manual,First Owner,10,334163,225000,518,913
4,34,344,2008,154000,Diesel,Individual,Manual,Third Owner,9,422661,110000,950,914
2,9,205,2016,160000,Petrol,Individual,Manual,First Owner,10,405631,275000,852,915
2,30,89,2012,110000,Petrol,Individual,Manual,Second Owner,6,246548,225000,171,916
1,1,29,2011,80000,Diesel,Individual,Manual,Second Owner,7,358791,160000,640,917
2,32,93,2007,70000,Petrol,Individual,Manual,First Owner,9,571978,60000,2039,918
2,78,419,2000,60000,Petrol,Individual,Manual,Fourth & Above Owner,6,429594,165000,987,919
7,46,138,2010,240000,Diesel,Individual,Manual,Third Owner,7,280247,200000,277,920
4,129,1056,2015,49000,Petrol,Individual,Manual,First Owner,8,993905,550000,3354,921
4,48,834,2016,57000,Diesel,Individual,Manual,First Owner,10,971724,580000,3315,922
2,8,37,2012,20000,Petrol,Individual,Manual,Second Owner,9,196472,175000,56,923
4,11,356,2012,49824,Petrol,Dealer,Manual,First Owner,10,294523,229999,328,924
7,127,1029,2015,70000,Diesel,Individual,Manual,First Owner,9,1210470,750000,3670,925
5,13,413,2009,100000,Diesel,Individual,Manual,Fourth & Above Owner,10,428404,110000,978,926
5,67,1495,2020,1010,Diesel,Dealer,Manual,Test Drive Car,6,2279010,1331000,4164,927
8,26,172,2010,50000,Petrol,Individual,Manual,Second Owner,9,303689,80000,371,928
2,44,926,2019,51000,Petrol,Individual,Manual,First Owner,10,846611,550000,3013,929
2,84,605,2004,60000,Petrol,Individual,Manual,First Owner,6,519366,45000,1670,930
2,3,186,2009,30375,Petrol,Dealer,Manual,First Owner,10,608884,180000,2223,931
5,15,788,2015,70000,Petrol,Individual,Manual,First Owner,7,583069,450000,2101,932
2,5,469,2004,80000,Petrol,Individual,Manual,First Owner,10,466548,79000,1241,933
2,6,543,2009,76000,Petrol,Individual,Manual,Second Owner,6,450008,120000,1115,934
6,16,222,2014,81358,Diesel,Dealer,Manual,First Owner,7,636326,415000,2344,935
2,68,397,2014,100000,Diesel,Individual,Manual,Second Owner,10,725738,500000,2665,936
14,99,1385,2014,135000,Diesel,Individual,Automatic,Third Owner,10,1410297,1200000,3867,937
7,127,969,2014,151000,Diesel,Individual,Manual,Second Owner,6,776657,600000,2824,938
21,142,1380,2013,58500,Diesel,Dealer,Automatic,First Owner,10,2024321,1300000,4118,939
21,156,1537,2018,22000,Petrol,Individual,Automatic,First Owner,6,3558666,3100000,4261,940
2,112,812,2019,15000,Petrol,Dealer,Automatic,First Owner,7,1591751,869999,3979,941
3,4,85,2016,41000,Petrol,Dealer,Manual,First Owner,7,341161,239000,556,942
4,48,202,2012,92686,Diesel,Dealer,Manual,Second Owner,9,317598,310000,439,943
14,75,1296,2012,60000,Petrol,Dealer,Automatic,First Owner,10,1137376,650000,3591,944
4,20,60,2011,157000,Petrol,Individual,Manual,First Owner,10,223499,150000,113,945
4,24,452,2013,71000,Diesel,Dealer,Manual,First Owner,9,626034,525000,2300,946
13,56,787,2014,50000,Diesel,Individual,Manual,First Owner,9,1236895,600000,3712,947
2,89,1036,2017,49834,Petrol,Trustmark Dealer,Manual,First Owner,10,797256,650000,2890,948
3,38,114,2011,120000,Diesel,Individual,Manual,First Owner,9,344384,195000,570,949
4,11,392,2013,66066,Petrol,Dealer,Automatic,First Owner,6,564140,345000,1993,950
19,189,1563,2017,6500,Diesel,Dealer,Automatic,First Owner,9,15538153,8150000,4340,951
2,44,704,2017,30000,Petrol,Individual,Manual,First Owner,9,541064,400000,1837,952
7,21,54,2017,60000,Diesel,Individual,Manual,Second Owner,8,1174814,1000000,3641,953
2,18,35,2018,10000,Petrol,Individual,Manual,First Owner,7,309069,200000,392,954
2,44,604,2015,60000,Diesel,Individual,Manual,First Owner,7,1100098,575000,3535,955
4,24,1364,2019,9000,Diesel,Dealer,Manual,First Owner,10,2491962,1295000,4192,956
1,28,660,2013,90000,Diesel,Individual,Manual,Second Owner,10,526199,250000,1721,957
14,69,327,2010,100000,Diesel,Individual,Manual,Second Owner,9,460025,300000,1190,958
7,127,1397,2016,35000,Diesel,Individual,Manual,First Owner,10,1974118,1250000,4112,959
9,95,941,2013,80000,Diesel,Individual,Manual,First Owner,6,1171868,750000,3638,960
1,158,1091,2007,80000,Petrol,Individual,Manual,Second Owner,10,827910,550000,2963,961
4,20,369,2005,56580,Petrol,Dealer,Manual,First Owner,10,519841,80000,1672,962
2,30,1241,2009,120000,Petrol,Individual,Automatic,Second Owner,10,416099,130000,913,963
11,160,1415,2018,19107,Petrol,Trustmark Dealer,Manual,First Owner,9,1555499,850000,3953,964
4,129,1125,2019,5200,Petrol,Individual,Manual,First Owner,6,954998,600000,3276,965
10,29,366,2017,13000,Petrol,Individual,Manual,Second Owner,8,406427,300000,855,966
3,50,168,2015,35000,Petrol,Individual,Manual,First Owner,10,390745,260000,780,967
2,68,926,2015,11918,Petrol,Trustmark Dealer,Manual,First Owner,10,755827,625000,2761,968
5,67,1238,2017,6000,Petrol,Individual,Manual,First Owner,6,1029544,650000,3416,969
13,56,285,2009,70000,Petrol,Individual,Manual,Third Owner,10,706105,250000,2603,970
2,140,1343,2018,15000,Diesel,Individual,Automatic,First Owner,10,1253851,950000,3741,971
5,15,25,2014,125000,Diesel,Individual,Manual,Second Owner,7,352946,200000,625,972
13,97,1064,2016,31200,Petrol,Dealer,Manual,First Owner,7,796826,540000,2888,973
2,131,1062,2015,45974,Diesel,Trustmark Dealer,Manual,First Owner,9,1473048,750000,3905,974
2,140,1177,2018,10000,Diesel,Individual,Manual,First Owner,9,1571664,850000,3963,975
7,127,1029,2013,41988,Diesel,Dealer,Manual,First Owner,7,801607,750000,2902,976
8,22,950,2015,113600,Diesel,Individual,Manual,First Owner,7,687401,550000,2539,977
10,29,366,2018,20000,Petrol,Individual,Manual,First Owner,7,469182,300000,1259,978
14,75,1181,2015,80000,Diesel,Individual,Automatic,Second Owner,8,1101088,1000000,3539,979
2,9,932,2009,15000,Petrol,Individual,Manual,First Owner,10,679083,300000,2496,980
13,51,1319,2012,42000,Petrol,Dealer,Manual,Second Owner,7,300392,249000,354,981
2,44,127,2015,50000,Diesel,Individual,Manual,First Owner,10,838903,480000,2987,982
4,153,1322,2019,5000,Diesel,Dealer,Manual,First Owner,6,1883082,1195000,4093,983
13,56,198,2010,60000,Petrol,Individual,Manual,First Owner,8,805490,409999,2912,984
2,8,101,2016,30000,Petrol,Individual,Manual,First Owner,10,579078,300000,2080,985
11,61,976,2011,120000,Diesel,Individual,Manual,First Owner,6,708848,520000,2611,986
5,110,1331,2020,1010,Petrol,Dealer,Manual,Test Drive Car,9,1523588,1119000,3937,987
4,20,60,2008,67000,Petrol,Individual,Manual,First Owner,7,520259,145000,1675,988
13,56,998,2014,27483,Diesel,Dealer,Manual,First Owner,7,1007232,600000,3386,989
6,65,1094,2012,55300,Diesel,Dealer,Automatic,First Owner,7,829510,735000,2970,990
1,107,972,2019,17000,Petrol,Individual,Manual,First Owner,9,984698,670000,3333,991
14,75,380,2010,80000,Petrol,Individual,Manual,First Owner,6,412901,300000,899,992
4,20,549,2005,170000,Petrol,Individual,Manual,Third Owner,9,545995,70000,1875,993
2,47,589,2017,32670,Petrol,Dealer,Automatic,First Owner,7,691472,415000,2562,994
2,8,16,2019,5000,Petrol,Individual,Manual,First Owner,10,343328,190000,567,995
11,39,321,2014,157000,Diesel,Individual,Manual,Second Owner,8,773349,509999,2815,996
10,80,443,2013,38500,Diesel,Individual,Manual,First Owner,10,1035267,550000,3429,997
2,5,499,2007,74183,Petrol,Individual,Manual,Second Owner,9,465194,135000,1229,998
5,104,744,2011,54000,Diesel,Individual,Manual,Second Owner,10,559550,550000,1965,999
19,173,1486,2013,40000,Petrol,Individual,Automatic,Second Owner,7,2166227,1100000,4144,1000
6,16,26,2011,110000,Diesel,Individual,Manual,First Owner,8,570719,350000,2032,1001
13,97,1345,2019,4000,Petrol,Individual,Manual,First Owner,9,1258686,650000,3744,1002
1,28,362,2012,120000,Diesel,Individual,Manual,Second Owner,8,402907,320000,841,1003
2,44,1269,2013,120000,Diesel,Individual,Manual,First Owner,9,758844,365000,2767,1004
11,61,1500,2019,20000,Diesel,Individual,Manual,First Owner,10,2395207,1900000,4177,1005
4,14,23,2015,40903,Petrol,Dealer,Manual,First Owner,10,440450,235000,1059,1006
1,7,234,2014,100000,Petrol,Individual,Manual,First Owner,10,429880,250000,989,1007
13,63,371,2014,69000,Diesel,Dealer,Manual,First Owner,9,823893,421000,2952,1008
3,4,40,2012,110000,Diesel,Individual,Manual,First Owner,7,548620,250000,1891,1009
1,1,390,2006,120000,Diesel,Individual,Manual,Second Owner,6,508466,45000,1578,1010
4,11,187,2014,37555,Petrol,Dealer,Manual,First Owner,10,467171,300000,1245,1011
6,16,555,2016,20000,Petrol,Individual,Manual,First Owner,9,789288,500000,2860,1012
7,33,759,2017,50000,Diesel,Individual,Manual,Second Owner,9,608473,400000,2220,1013
10,138,1129,2017,13500,Diesel,Individual,Manual,First Owner,10,1577432,825000,3971,1014
9,41,119,2018,70000,Diesel,Individual,Manual,First Owner,7,778765,500000,2830,1015
2,44,397,2013,65000,Diesel,Dealer,Manual,First Owner,10,435453,365000,1025,1016
2,44,932,2011,70000,Petrol,Individual,Manual,First Owner,6,325090,175000,477,1017
4,24,1354,2015,30000,Petrol,Individual,Manual,First Owner,6,800993,600000,2899,1018
7,33,1224,2015,110000,Diesel,Individual,Manual,First Owner,9,1006389,500000,3382,1019
7,127,1110,2015,53000,Diesel,Dealer,Manual,First Owner,7,1491367,750000,3916,1020
4,11,392,2015,50000,Petrol,Dealer,Automatic,First Owner,8,814733,500000,2935,1021
7,33,759,2018,40890,Diesel,Dealer,Manual,First Owner,6,1444658,790000,3884,1022
4,24,1354,2017,64916,Petrol,Individual,Manual,First Owner,6,998071,530000,3362,1023
2,8,478,2009,60000,Petrol,Individual,Manual,Second Owner,7,531111,150000,1767,1024
4,20,626,2006,100000,Petrol,Individual,Automatic,Third Owner,7,512412,85000,1611,1025
3,4,9,2011,50000,Diesel,Individual,Manual,First Owner,9,149034,106000,9,1026
2,89,762,2019,5000,Petrol,Individual,Manual,First Owner,9,885096,600000,3127,1027
1,102,1266,2016,80000,Diesel,Individual,Manual,First Owner,6,1239612,869999,3715,1028
7,76,1065,2017,40000,Diesel,Individual,Manual,First Owner,8,797723,409999,2891,1029
7,21,1437,2017,20000,Diesel,Individual,Manual,First Owner,7,2901230,1500000,4228,1030
2,8,16,2018,30000,Petrol,Dealer,Manual,First Owner,7,371284,285000,695,1031
2,44,397,2012,80000,Diesel,Individual,Manual,Second Owner,6,622469,320000,2280,1032
4,20,791,2002,70000,Petrol,Individual,Manual,First Owner,7,585278,65000,2118,1033
3,50,168,2014,100000,Petrol,Individual,Manual,Second Owner,9,320384,170000,457,1034
4,48,949,2010,47564,Petrol,Dealer,Manual,Second Owner,10,360426,265000,648,1035
12,43,399,2014,58000,Petrol,Individual,Manual,First Owner,7,477737,250000,1326,1036
13,56,779,2014,82000,Diesel,Individual,Manual,First Owner,10,575225,520000,2067,1037
2,42,228,2018,20000,Petrol,Individual,Manual,First Owner,8,539266,395000,1824,1038
7,111,1103,2016,40000,Diesel,Individual,Manual,First Owner,10,1120664,700000,3568,1039
2,32,93,2014,75000,Petrol,Individual,Manual,Second Owner,8,303483,195000,370,1040
5,15,1328,2019,13000,Diesel,Dealer,Manual,Test Drive Car,9,1233489,894999,3706,1041
4,134,848,2017,10510,Petrol,Dealer,Automatic,First Owner,10,1041614,520000,3442,1042
2,140,1177,2017,40000,Diesel,Individual,Manual,First Owner,6,1252173,875000,3737,1043
7,46,453,2011,160000,Diesel,Individual,Manual,First Owner,6,444880,275000,1082,1044
14,75,628,2011,130400,Diesel,Dealer,Automatic,Second Owner,6,513061,450000,1621,1045
4,59,460,2016,12000,Petrol,Individual,Manual,First Owner,6,512911,350000,1617,1046
13,56,1369,2017,35000,Petrol,Individual,Manual,First Owner,7,1335059,950000,3806,1047
1,58,537,2016,88470,Diesel,Individual,Manual,First Owner,10,538258,400000,1814,1048
2,8,401,2014,64000,Petrol,Dealer,Manual,Second Owner,9,424578,285000,958,1049
11,61,1222,2013,75000,Diesel,Individual,Manual,First Owner,8,1001961,925000,3371,1050
2,8,16,2015,46000,Petrol,Individual,Manual,Second Owner,7,441384,285000,1060,1051
5,13,413,2009,100000,Diesel,Individual,Manual,Fourth & Above Owner,8,459083,110000,1182,1052
10,29,366,2018,35000,Petrol,Individual,Manual,First Owner,10,623500,325000,2285,1053
7,127,1029,2013,100000,Diesel,Individual,Manual,Second Owner,6,923882,500000,3213,1054
2,30,357,2007,90000,Petrol,Individual,Manual,Second Owner,6,401022,120000,829,1055
11,39,343,2013,70000,Diesel,Individual,Manual,Second Owner,9,543578,450000,1856,1056
7,127,1461,2018,58000,Diesel,Individual,Manual,First Owner,8,1835896,1150000,4083,1057
4,20,369,2005,56580,Petrol,Dealer,Manual,First Owner,6,453812,80000,1143,1058
2,44,1034,2015,59385,Diesel,Dealer,Manual,First Owner,7,760853,490000,2769,1059
4,134,766,2015,70000,Petrol,Individual,Manual,Second Owner,6,596243,320000,2172,1060
2,32,394,2007,90000,Petrol,Individual,Manual,Second Owner,10,517119,75000,1654,1061
4,14,21,2015,70000,Petrol,Individual,Manual,First Owner,6,364481,200000,665,1062
12,43,656,2018,4400,Petrol,Individual,Manual,Second Owner,7,524834,400000,1712,1063
1,36,110,2010,70000,Diesel,Individual,Manual,Second Owner,7,262306,150000,214,1064
27,171,1526,2014,28000,Diesel,Dealer,Automatic,First Owner,10,3105524,1964999,4238,1065
2,3,47,2014,35000,Petrol,Individual,Manual,Second Owner,6,485446,300000,1389,1066
7,127,1029,2015,110000,Diesel,Individual,Manual,Second Owner,8,999677,900000,3367,1067
22,150,1276,2011,120000,Diesel,Individual,Manual,First Owner,8,1106722,825000,3546,1068
2,8,16,2015,35000,Petrol,Individual,Manual,First Owner,6,163089,114999,20,1069
2,3,49,2016,30000,CNG,Individual,Manual,Second Owner,9,452859,350000,1135,1070
2,32,394,2007,52000,Petrol,Individual,Manual,First Owner,7,518572,60000,1664,1071
2,44,127,2016,40000,Diesel,Individual,Manual,Second Owner,9,376848,284000,718,1072
11,61,1092,2011,267000,Diesel,Individual,Manual,Second Owner,9,827912,665000,2964,1073
4,20,564,2007,80000,CNG,Individual,Manual,Third Owner,9,489260,90000,1425,1074
2,3,748,2018,15000,Petrol,Individual,Automatic,First Owner,10,562730,370000,1989,1075
2,32,204,1998,40000,Petrol,Individual,Manual,Fourth & Above Owner,9,543549,40000,1855,1076
2,3,108,2010,90000,LPG,Individual,Manual,Second Owner,8,261820,120000,212,1077
13,56,1044,2014,71318,Diesel,Dealer,Manual,First Owner,8,1323516,665000,3797,1078
4,24,767,2009,90000,Diesel,Individual,Manual,First Owner,9,513003,160000,1619,1079
4,129,1401,2019,40000,Diesel,Individual,Manual,First Owner,9,1665785,819999,4025,1080
9,145,1214,2014,28245,Diesel,Dealer,Manual,First Owner,7,991581,650000,3351,1081
1,7,90,2008,90000,Diesel,Individual,Manual,First Owner,6,440124,105000,1056,1082
4,59,364,2016,25000,Petrol,Individual,Manual,First Owner,9,1120187,550000,3566,1083
11,61,1022,2007,80000,Diesel,Individual,Manual,Second Owner,6,748235,250000,2742,1084
7,76,490,2018,30000,Petrol,Individual,Manual,Second Owner,9,461228,320000,1199,1085
3,4,40,2012,125000,Diesel,Individual,Manual,First Owner,9,203616,120000,66,1086
7,33,759,2019,35000,Diesel,Individual,Manual,First Owner,6,1664684,860000,4024,1087
4,48,871,2017,38000,Petrol,Individual,Manual,Second Owner,9,695283,400000,2576,1088
4,11,356,2014,39227,Petrol,Dealer,Manual,First Owner,8,423699,355000,952,1089
4,20,369,2006,120000,Petrol,Individual,Manual,Second Owner,8,406955,100000,862,1090
17,100,657,2002,50000,Petrol,Individual,Manual,First Owner,6,525565,60000,1714,1091
7,46,910,2019,15000,Diesel,Individual,Manual,Third Owner,7,662381,599000,2438,1092
5,15,1108,2018,1452,Petrol,Dealer,Automatic,First Owner,10,884903,711000,3124,1093
7,87,598,1996,60000,Diesel,Individual,Manual,First Owner,10,683226,200000,2524,1094
11,61,1433,2017,91195,Diesel,Dealer,Manual,First Owner,9,1635765,1330000,4000,1095
4,48,1070,2018,40000,Diesel,Individual,Manual,First Owner,10,874511,819999,3101,1096
2,8,16,2016,45000,Petrol,Individual,Manual,Second Owner,9,385998,260000,759,1097
1,1,518,2009,90000,Diesel,Individual,Manual,Fourth & Above Owner,7,485974,135000,1395,1098
6,60,1230,2016,48980,Diesel,Dealer,Automatic,First Owner,10,1014932,724000,3395,1099
10,57,213,2013,90000,Diesel,Individual,Manual,Second Owner,6,321638,320000,460,1100
4,14,64,2015,70000,Petrol,Individual,Manual,First Owner,9,269729,160000,239,1101
4,129,1396,2019,8000,Petrol,Individual,Automatic,First Owner,6,1475470,738000,3907,1102
11,161,1539,2018,40000,Diesel,Individual,Automatic,First Owner,8,4974589,2800000,4295,1103
4,11,459,2011,43100,Petrol,Dealer,Manual,First Owner,10,309206,235000,395,1104
2,89,1075,2016,72000,Diesel,Individual,Manual,First Owner,9,808836,600000,2921,1105
4,14,21,2013,24005,Petrol,Individual,Manual,First Owner,9,337118,200000,529,1106
2,44,409,2006,45000,Petrol,Individual,Manual,First Owner,7,559695,200000,1966,1107
13,63,937,2017,12997,Diesel,Dealer,Manual,First Owner,6,680992,550000,2505,1108
2,140,1343,2018,15000,Diesel,Individual,Automatic,First Owner,9,1435445,950000,3877,1109
11,39,321,2012,140000,Diesel,Individual,Manual,Third Owner,10,698011,350000,2579,1110
2,3,49,2013,71000,CNG,Individual,Manual,Second Owner,9,466631,250000,1242,1111
4,115,1347,2017,9000,Petrol,Dealer,Manual,First Owner,9,1936604,1025000,4105,1112
4,24,698,2012,70070,Diesel,Dealer,Automatic,First Owner,10,537168,465000,1803,1113
2,32,394,2005,30000,Petrol,Individual,Manual,First Owner,10,421574,100000,943,1114
2,44,127,2017,34400,Diesel,Dealer,Manual,First Owner,10,1202575,611000,3662,1115
5,85,590,2006,91086,Petrol,Dealer,Manual,Second Owner,9,498242,180000,1496,1116
1,7,31,2013,60000,Diesel,Individual,Manual,First Owner,6,275786,170000,262,1117
21,172,1485,2009,78000,Diesel,Dealer,Automatic,Third Owner,10,2146921,1250000,4140,1118
7,21,1340,2018,20000,Diesel,Individual,Manual,First Owner,10,2035678,1100000,4120,1119
7,33,281,2006,73756,Diesel,Individual,Manual,First Owner,9,516927,200000,1650,1120
3,74,542,2012,120000,Diesel,Individual,Manual,Third Owner,6,594566,400000,2157,1121
7,33,759,2018,35000,Diesel,Individual,Manual,First Owner,6,962186,620000,3294,1122
9,95,1260,2017,30000,Petrol,Individual,Manual,First Owner,7,1069844,844999,3491,1123
2,112,812,2017,40000,Petrol,Individual,Automatic,First Owner,8,601005,500000,2196,1124
10,29,87,2015,14365,Petrol,Dealer,Manual,First Owner,10,447196,275000,1097,1125
2,68,926,2014,35000,Petrol,Individual,Manual,First Owner,8,944570,500000,3249,1126
1,7,10,2013,125000,Diesel,Individual,Manual,First Owner,9,152795,125000,10,1127
12,91,534,2018,15000,Petrol,Dealer,Automatic,First Owner,9,479582,290000,1339,1128
2,6,543,2009,70000,Petrol,Individual,Manual,Third Owner,6,553412,180000,1919,1129
10,117,850,2015,60000,Diesel,Individual,Manual,First Owner,9,620367,495000,2270,1130
2,44,195,2010,79357,Diesel,Dealer,Manual,First Owner,9,597114,325000,2178,1131
2,9,947,2013,60000,Diesel,Individual,Manual,Second Owner,7,386225,240000,761,1132
2,5,573,2008,120000,Petrol,Individual,Manual,First Owner,10,554232,80000,1925,1133
2,9,947,2012,120000,Diesel,Individual,Manual,Second Owner,7,314007,220000,419,1134
4,24,767,2008,110000,Diesel,Individual,Manual,Second Owner,7,647698,250000,2384,1135
2,44,127,2018,15000,Diesel,Individual,Manual,First Owner,6,781812,720000,2841,1136
13,56,787,2014,100000,Diesel,Individual,Manual,First Owner,8,803617,600000,2908,1137
5,15,25,2014,90000,Diesel,Individual,Manual,Second Owner,6,337749,200000,533,1138
2,112,1281,2017,51500,Diesel,Individual,Manual,Second Owner,8,1171207,749000,3635,1139
4,134,734,2017,20000,Petrol,Individual,Manual,Second Owner,7,1001865,540000,3370,1140
4,48,1141,2017,60000,Petrol,Individual,Manual,First Owner,9,875548,540000,3104,1141
2,8,932,2003,5000,Petrol,Individual,Manual,Second Owner,8,560714,60000,1972,1142
1,1,313,2006,60000,Petrol,Individual,Manual,Second Owner,7,509494,70000,1587,1143
2,47,722,2016,39415,Petrol,Trustmark Dealer,Automatic,Second Owner,10,552008,450000,1912,1144
1,58,565,2015,17152,Petrol,Individual,Manual,First Owner,9,489470,380000,1427,1145
2,8,377,2007,125000,Petrol,Individual,,First Owner,10,453407,140000,1140,1146
2,8,275,2012,15000,Petrol,Individual,Manual,First Owner,7,352581,210000,623,1147
2,8,56,2015,60000,Petrol,Individual,Manual,First Owner,9,458938,265000,1180,1148
13,118,1487,2017,30000,Diesel,Individual,Manual,First Owner,7,2181114,1250000,4147,1149
14,69,526,2007,181000,Diesel,Individual,Manual,Fourth & Above Owner,9,477217,175000,1319,1150
2,3,286,2012,80000,LPG,Individual,Manual,Second Owner,8,359701,220000,643,1151
4,115,1138,2016,52600,Diesel,Individual,Manual,First Owner,10,1045461,535000,3455,1152
3,50,165,2013,56000,Diesel,Dealer,Manual,First Owner,10,298653,290000,344,1153
6,60,248,2011,150000,Diesel,Individual,Manual,First Owner,8,340520,260000,552,1154
1,7,90,2008,90000,Diesel,Individual,Manual,First Owner,9,411931,105000,891,1155
2,5,1032,2001,86000,Petrol,Individual,Manual,Second Owner,8,566628,85000,2002,1156
5,13,405,2007,170000,Petrol,Individual,Manual,First Owner,6,426081,100000,967,1157
2,3,47,2017,17000,Petrol,Individual,Manual,First Owner,7,637882,430000,2354,1158
4,134,284,2016,44440,Petrol,Individual,Manual,Second Owner,6,685331,420000,2534,1159
2,3,186,2008,54551,Petrol,Dealer,Manual,First Owner,10,475422,175000,1299,1160
13,63,860,2016,50000,Petrol,Individual,Manual,First Owner,10,894105,490000,3149,1161
21,174,1527,2013,49000,Diesel,Dealer,Automatic,First Owner,6,4154462,2800000,4273,1162
5,15,730,2017,100000,Diesel,Individual,Manual,First Owner,9,555748,550000,1936,1163
2,8,205,2006,80000,Petrol,Individual,Manual,Third Owner,7,506396,75000,1559,1164
19,179,1540,2018,10000,Diesel,Dealer,Automatic,First Owner,9,4230039,3800000,4276,1165
4,48,208,2014,80000,Diesel,Individual,Manual,Second Owner,9,557043,370000,1945,1166
6,16,1278,2014,80000,Diesel,Individual,Manual,Second Owner,7,831693,450000,2978,1167
2,8,70,2010,70000,Petrol,Individual,Manual,First Owner,9,228974,115999,132,1168
1,1,24,2012,80000,Diesel,Individual,Manual,Second Owner,9,233882,150000,141,1169
2,30,397,2011,100000,Diesel,Individual,Manual,First Owner,10,462200,320000,1206,1170
7,25,68,2011,280000,Diesel,Individual,Manual,First Owner,8,279650,150000,275,1171
2,3,4,2007,80000,Petrol,Individual,Manual,First Owner,6,489127,95000,1423,1172
2,8,16,2013,50000,Petrol,Individual,Manual,First Owner,10,161136,110000,17,1173
5,15,844,2016,40000,Diesel,Individual,Manual,First Owner,7,640629,495000,2363,1174
2,44,162,2018,25000,Diesel,Individual,Manual,First Owner,9,1240387,640000,3719,1175
8,26,858,2016,35000,Diesel,Individual,Manual,First Owner,8,625753,500000,2297,1176
2,89,856,2017,52000,Petrol,Dealer,Manual,First Owner,6,732992,625000,2688,1177
2,3,250,2017,70000,Petrol,Individual,Manual,Second Owner,9,672758,350000,2472,1178
7,33,95,2011,140000,Diesel,Individual,Manual,First Owner,6,605029,311000,2209,1179
4,12,19,2013,70000,Petrol,Individual,Manual,First Owner,9,341738,200000,558,1180
4,115,1358,2015,54634,Diesel,Trustmark Dealer,Automatic,Second Owner,9,1289213,1150000,3774,1181
4,14,21,2014,37605,Petrol,Dealer,Manual,First Owner,7,366137,260000,673,1182
